,chembid,smiles_notation
2733,CHEMBL2070195,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C1COc2ccccc2O1
2734,CHEMBL2018883,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Br)cc4)c(C)c3)c2cc1OC
2735,CHEMBL2018745,CCC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1
2736,CHEMBL1945448,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(Br)c1
2737,CHEMBL2048910,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O
2738,CHEMBL2031303,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C
2739,CHEMBL2047025,COc1cc(O)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)CCCCCC(=O)NO
2740,CHEMBL2064383,Cc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
2741,CHEMBL2064393,Cc1c(OCC(F)(F)F)ccnc1COc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
2742,CHEMBL591039,C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
2743,CHEMBL1928960,COc1ccc(OCC(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC
2744,CHEMBL2029426,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccccc4)nc32)c1
2745,CHEMBL2029696,O=C1NN(c2ccc(F)cc2)C(=O)/C1=C\c1cccc(OCc2ccccc2F)c1
2746,CHEMBL2048907,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O
2747,CHEMBL1784725,CCOC(=O)c1c2c3cccc4cccc(c-2nc1=O)c43
2748,CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O
2749,CHEMBL1914664,Br.Oc1ccc(-c2cc3c(NCc4cccc(F)c4)ncnc3[nH]2)cc1
2750,CHEMBL3233758,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)C1CCCC1
2751,CHEMBL543361,CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl
2752,CHEMBL206782,COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
2753,CHEMBL92902,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1
2754,CHEMBL189584,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
2755,CHEMBL521572,OCC(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21
2756,CHEMBL590875,O=C1CSC(N/N=C/c2cc(Br)cc(Br)c2O)=N1
2757,CHEMBL1172916,Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1
2758,CHEMBL1243283,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNCc1cn(CCF)nn1
2759,CHEMBL1254286,CN(c1cccc(Br)c1)c1nc(N)nc2c1cc(Cc1ccccc1)n2C
2760,CHEMBL1645476,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1
2761,CHEMBL1958032,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1
2762,CHEMBL3233788,CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1
2763,CHEMBL3263959,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
2764,CHEMBL3297954,Cl.c1cc(Nc2ncnc3cc4c(cc23)OCCO4)cc(-c2ccco2)c1
2765,CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
2766,CHEMBL80164,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCO)cc5)sc34)ccc2[nH]1
2767,CHEMBL169570,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCCC1
2768,CHEMBL176815,COc1cccc(-c2cn(-c3cccc(CO)c3)c3ncnc(N)c23)c1
2769,CHEMBL484108,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3cccc4ccccc34)[nH]c2n1
2770,CHEMBL605337,CCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1
2771,CHEMBL1947046,COc1ccccc1Nc1ccnc(Nc2ccccc2OC)n1
2772,CHEMBL3219508,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B(O)O
2773,CHEMBL3425663,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cnc[nH]3)c2)n1
2774,CHEMBL534909,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCCN)nc21.Cl
2775,CHEMBL203936,COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1
2776,CHEMBL398793,CC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1
2777,CHEMBL115397,COc1ccc(N)c2oc(-c3ccc(N)cc3)cc(=O)c12
2778,CHEMBL251123,CCOc1cc2ncnc(/C=C/CCCc3ccccc3)c2cc1OCC
2779,CHEMBL447720,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5CCc5ccccc5)c4)c3s2)C1)N1CCOCC1
2780,CHEMBL109503,COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC
2781,CHEMBL1956897,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc(-c4ccccc4)cc3)c2n1
2782,CHEMBL77452,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
2783,CHEMBL419248,COc1cc2cc(-c3ccccc3OC)cnc2cc1OC
2784,CHEMBL312402,COC(=O)CCCC1C(S)=Nc2ccccc21
2785,CHEMBL62699,CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21
2786,CHEMBL346846,COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12
2787,CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1
2788,CHEMBL305178,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1
2789,CHEMBL271408,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1
2790,CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1
2791,CHEMBL450109,O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1
2792,CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O
2793,CHEMBL242741,COc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3)coc12
2794,CHEMBL443171,O=C(O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1
2795,CHEMBL181275,Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl
2796,CHEMBL490496,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
2797,CHEMBL491085,C/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
2798,CHEMBL522623,O=C(/C=C\Cl)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
2799,CHEMBL255871,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
2800,CHEMBL497697,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
2801,CHEMBL513208,CN(C)Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1
2802,CHEMBL514942,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC
2803,CHEMBL593909,COc1cc2c(Nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1
2804,CHEMBL595497,CCCC(=Cc1coc2nc(=N)[nH]c(N)c12)c1ccccc1OC
2805,CHEMBL603266,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
2806,CHEMBL1095762,Nc1nc(Nc2ccc(Br)cc2Cl)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1
2807,CHEMBL1095776,CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12
2808,CHEMBL1094782,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)ncnc3[nH]2)c1
2809,CHEMBL1242482,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1
2810,CHEMBL1254285,Cn1c(Cc2ccccc2)cc2c(Nc3cccc(Br)c3)nc(N)nc21
2811,CHEMBL1242574,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21
2812,CHEMBL1272061,C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1
2813,CHEMBL1761940,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)c2cc1OC
2814,CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O
2815,CHEMBL1830262,COc1cccc(/C=C/C(=N/NC(N)=S)c2ccccc2)c1
2816,CHEMBL1821888,Oc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1
2817,CHEMBL407135,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
2818,CHEMBL1956896,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc4ccccc4c3)c2n1
2819,CHEMBL1928711,Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1
2820,CHEMBL1928953,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NCc5ccccc5)c4)ncn3)cc2Cl)c1
2821,CHEMBL1958037,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1
2822,CHEMBL1944920,Cn1cc(NC(=O)/C=N/O)c(=O)n1-c1ccccc1
2823,CHEMBL1945450,Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2Cl)cc1
2824,CHEMBL1929553,Cc1ccccc1Cc1cc2c(Nc3ccc(Cl)cc3)nc(N)nc2[nH]1
2825,CHEMBL271328,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1
2826,CHEMBL2204532,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1
2827,CHEMBL2346678,Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
2828,CHEMBL3436357,CCOC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1
2829,CHEMBL113985,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12
2830,CHEMBL3263359,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3cccc4ccccc34)C2)cc1C
2831,CHEMBL3218001,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1
2832,CHEMBL3290142,C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1
2833,CHEMBL3219131,C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
2834,CHEMBL3360602,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-]
2835,CHEMBL3416620,C[C@@H](Nc1ncnc2sc(Br)cc12)c1cccs1
2836,CHEMBL3425660,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(C#N)cc3)c2)n1
2837,CHEMBL3425661,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1
2838,CHEMBL118258,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1
2839,CHEMBL370266,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F
2840,CHEMBL203132,Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2
2841,CHEMBL117710,Brc1cccc(Oc2ncnc3ccccc23)c1
2842,CHEMBL591052,O=C1CSC(NN=C2CCC2)=N1
2843,CHEMBL1242289,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O
2844,CHEMBL3416604,OC[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1
2845,CHEMBL62756,Nc1ncnc2c1ncn2-c1ccccc1
2846,CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1
2847,CHEMBL56505,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO
2848,CHEMBL93783,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO
2849,CHEMBL104779,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21
2850,CHEMBL369014,CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1
2851,CHEMBL277011,CCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O
2852,CHEMBL1242665,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21
2853,CHEMBL1821889,O=[N+]([O-])c1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1
2854,CHEMBL555321,Cl.Clc1cccc(Nc2ncnc3ccccc23)c1
2855,CHEMBL265367,Cn1ccnc1S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1
2856,CHEMBL216039,COc1cccc(CNc2ncnc3c2NCc2cc(OC)c(OC)cc2N3)c1
2857,CHEMBL131426,CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
2858,CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
2859,CHEMBL310853,c1csc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)c1
2860,CHEMBL372692,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
2861,CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1
2862,CHEMBL492077,C=CC(=O)Nc1cc2c(Cc3cccc(C)c3)ncnc2cc1OCCCN1CCC(C)CC1
2863,CHEMBL1172419,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1
2864,CHEMBL3436359,CC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1
2865,CHEMBL2385967,CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5ccccn5)c(Cl)c4)cc3)cc2)CC1
2866,CHEMBL3233784,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
2867,CHEMBL1202473,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
2868,CHEMBL397122,C[C@@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21
2869,CHEMBL124528,Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1
2870,CHEMBL135417,COc1cc2nc(Cl)nc(N(C)c3ccccc3)c2cc1OC
2871,CHEMBL143805,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1
2872,CHEMBL369088,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O
2873,CHEMBL473141,CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
2874,CHEMBL565612,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
2875,CHEMBL1812569,O=C(/C=C/c1cccc2ccccc12)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
2876,CHEMBL2442319,C#Cc1cccc(-n2ccc3cc(OC)cc(OC)c3c2=O)c1
2877,CHEMBL3358966,COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC
2878,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2879,CHEMBL1204262,CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl
2880,CHEMBL1241944,CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21
2881,CHEMBL1241487,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O
2882,CHEMBL1254523,COc1ccc(OC)c(Cc2cc3c(N(C)c4cccc(Br)c4)nc(N)nc3n2C)c1
2883,CHEMBL1271950,OC[C@@H](Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1
2884,CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
2885,CHEMBL419185,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC
2886,CHEMBL1830266,NC(=S)N/N=C(/C=C/c1ccc(Br)cc1)c1ccccc1
2887,CHEMBL1821887,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1
2888,CHEMBL1910276,N#Cc1cc2c(N)nc(NCCO)nc2nc1Nc1ccc(S(N)(=O)=O)cc1
2889,CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
2890,CHEMBL1958020,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1
2891,CHEMBL1946845,CNc1nc(N/N=C\c2ccc(OC)cc2)nc(Nc2ccccc2)n1
2892,CHEMBL1934622,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)cc1
2893,CHEMBL1945447,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(Br)c1
2894,CHEMBL2325089,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1
2895,CHEMBL510730,O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O
2896,CHEMBL2425084,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(O)C1
2897,CHEMBL3436355,CN1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1
2898,CHEMBL3133752,COc1cc2ncnc(Nc3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c2cc1OCCCN1CCOCC1
2899,CHEMBL3092316,CCN(CC)CCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2900,CHEMBL3098318,NS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc4c(cc23)OCO4)cc1
2901,CHEMBL3234754,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc2[nH]ccc2c1
2902,CHEMBL3221546,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1Cl.Cl
2903,CHEMBL3221544,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN(CC)CC)c(OC)cc23)cc1Cl.Cl
2904,CHEMBL3360612,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-]
2905,CHEMBL3355878,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-]
2906,CHEMBL3355887,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1c([N+](=O)[O-])cnc1C
2907,CHEMBL3416596,COc1ccccc1-c1cc2c(N[C@H](C)c3ccc(F)cc3)ncnc2s1
2908,CHEMBL3403512,Cc1nc(N(C)c2ccc3c(c2)OCO3)c2cc(C)oc2n1
2909,CHEMBL544640,Cl.c1ccc(Nc2[nH]cnc3c4ccccc4nc2-3)cc1
2910,CHEMBL466586,CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1
2911,CHEMBL2018766,CCN(CC)CCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC
2912,CHEMBL415738,Cc1cccc(Nc2cc(NCCO)ncn2)c1
2913,CHEMBL89723,CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O
2914,CHEMBL154911,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1
2915,CHEMBL109259,COc1cc2c(C#N)cnc(Nc3cccc(Cl)c3)c2cc1OC
2916,CHEMBL1828860,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccccc1
2917,CHEMBL205783,COc1cc(OC2CCOCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1
2918,CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1
2919,CHEMBL358494,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
2920,CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1
2921,CHEMBL48614,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1
2922,CHEMBL63356,Oc1cc2cc(-c3cccnc3)cnc2cc1O
2923,CHEMBL333851,COc1cc2c(NCc3ccccc3)ncnc2cc1O
2924,CHEMBL291667,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21
2925,CHEMBL371888,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC
2926,CHEMBL141238,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1
2927,CHEMBL313500,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1
2928,CHEMBL249927,O=C(CO)N1CCC[C@@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
2929,CHEMBL251498,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl
2930,CHEMBL450622,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C)c2CCC(=O)O)c1
2931,CHEMBL250924,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC
2932,CHEMBL214689,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1
2933,CHEMBL92398,COc1ccc2c(Nc3ccccc3)ncnc2c1
2934,CHEMBL69585,COc1cc2cc(-c3ccc([N+](=O)[O-])cc3)cnc2cc1OC
2935,CHEMBL125983,CC(=O)Nc1cccc(Nc2ncnc3cc(N)ncc23)c1
2936,CHEMBL73710,Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C
2937,CHEMBL103860,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O
2938,CHEMBL56674,N#CC(C#N)=Cc1ccc(S(=O)(=O)[O-])o1.[Na+]
2939,CHEMBL182397,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC
2940,CHEMBL196925,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
2941,CHEMBL246493,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1
2942,CHEMBL66107,COc1cc2cc(-c3cc(OC)c(OC)c(OC)c3)cnc2cc1OC
2943,CHEMBL47940,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1
2944,CHEMBL205676,Fc1ccc(Nc2ncnc3c2NCc2cc(Cl)ccc2O3)cc1Cl
2945,CHEMBL208144,CN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
2946,CHEMBL74722,Cc1[nH]c2ncnc(Nc3cccc(Br)c3)c2c1C
2947,CHEMBL346716,CC(=O)NC(Cc1c(SSc2[nH]c3ccccc3c2CC(NC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1
2948,CHEMBL433520,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
2949,CHEMBL337297,CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
2950,CHEMBL56542,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21
